Date,Open,High,Low,Close,Adj Close,Volume
1972-06-01,0.000000,0.815346,0.802993,0.815346,0.180930,2458771
1972-06-02,0.815346,0.817817,0.802993,0.805463,0.178737,1613885
1972-06-05,0.805463,0.807934,0.798051,0.802993,0.178189,2585251
1972-06-06,0.802993,0.825229,0.800522,0.820288,0.182027,2347469
1972-06-07,0.820288,0.820288,0.807934,0.820288,0.182027,1032077
1972-06-08,0.820288,0.822759,0.815346,0.815346,0.180930,1067491
1972-06-09,0.815346,0.822759,0.815346,0.820288,0.182027,1563293
1972-06-12,0.820288,0.835112,0.820288,0.822759,0.182575,1942733
1972-06-13,0.822759,0.835112,0.817817,0.830171,0.184220,2175456
1972-06-14,0.830171,0.835112,0.825229,0.830171,0.184220,2069213
1972-06-15,0.830171,0.837583,0.820288,0.820288,0.182027,2726909
1972-06-16,0.820288,0.835112,0.810405,0.835112,0.185317,2398061
1972-06-19,0.835112,0.844995,0.832642,0.844995,0.187509,1694832
1972-06-20,0.844995,0.849937,0.840054,0.849937,0.188606,2332291
1972-06-21,0.849937,0.854878,0.840054,0.840054,0.186413,2038858
1972-06-22,0.840054,0.847466,0.832642,0.842525,0.186961,2438534
1972-06-23,0.842525,0.844995,0.820288,0.840054,0.186413,1482346
1972-06-26,0.840054,0.840054,0.820288,0.830171,0.184220,1618944
1972-06-27,0.830171,0.837583,0.820288,0.830171,0.184220,2048976
1972-06-28,0.827700,0.827700,0.817817,0.822759,0.182575,1315392
1972-06-29,0.822759,0.835112,0.817817,0.835112,0.185317,1118083
1972-06-30,0.835112,0.849937,0.832642,0.837583,0.185865,2924218
1972-07-03,0.837583,0.844995,0.830171,0.840054,0.186413,824650
1972-07-05,0.844995,0.864761,0.844995,0.854878,0.189702,2903981
1972-07-06,0.862290,0.874644,0.862290,0.872173,0.193540,3895584
1972-07-07,0.872173,0.884527,0.867232,0.884527,0.196282,2119805
1972-07-10,0.884527,0.896881,0.882056,0.886998,0.196830,3091171
1972-07-11,0.886998,0.896881,0.886998,0.886998,0.196830,2185574
1972-07-12,0.886998,0.896881,0.884527,0.889469,0.197379,2696554
1972-07-13,0.884527,0.884527,0.859820,0.864761,0.191896,1113024
1972-07-14,0.864761,0.889469,0.862290,0.884527,0.196282,1583530
1972-07-17,0.884527,0.889469,0.862290,0.877115,0.194637,819590
1972-07-18,0.874644,0.874644,0.842525,0.867232,0.192444,1527878
1972-07-19,0.867232,0.879586,0.859820,0.872173,0.193540,2145101
1972-07-20,0.872173,0.877115,0.857349,0.859820,0.190799,1492464
1972-07-21,0.859820,0.864761,0.849937,0.864761,0.191896,956189
1972-07-24,0.864761,0.864761,0.835112,0.844995,0.187509,9733901
1972-07-25,0.847466,0.867232,0.847466,0.859820,0.190799,2696554
1972-07-26,0.859820,0.864761,0.854878,0.854878,0.189702,1355866
1972-07-27,0.854878,0.857349,0.849937,0.849937,0.188606,1133261
1972-07-28,0.852407,0.857349,0.852407,0.857349,0.190251,1128202
1972-07-31,0.857349,0.857349,0.849937,0.849937,0.188606,2043917
1972-08-01,0.849937,0.869703,0.849937,0.867232,0.192444,1806134
1972-08-02,0.869703,0.882056,0.869703,0.879586,0.195185,3020342
1972-08-03,0.879586,0.882056,0.862290,0.867232,0.192444,1305274
1972-08-04,0.867232,0.877115,0.859820,0.872173,0.193540,2145101
1972-08-07,0.872173,0.874644,0.862290,0.874644,0.194089,1962970
1972-08-08,0.874644,0.879586,0.869703,0.874644,0.194089,2403120
1972-08-09,0.874644,0.877115,0.869703,0.877115,0.194637,2479008
1972-08-10,0.877115,0.886998,0.872173,0.886998,0.196830,1163616
1972-08-11,0.886998,0.904293,0.882056,0.904293,0.200668,3162000
1972-08-14,0.904293,0.909235,0.896881,0.904293,0.200668,3313776
1972-08-15,0.904293,0.904293,0.894410,0.899352,0.199572,1254682
1972-08-16,0.899352,0.904293,0.886998,0.894410,0.198475,1532938
1972-08-17,0.894410,0.906764,0.891939,0.896881,0.199023,2726909
1972-08-18,0.894410,0.894410,0.879586,0.879586,0.195185,3050698
1972-08-21,0.879586,0.884527,0.867232,0.879586,0.195185,1295155
1972-08-22,0.879586,0.889469,0.869703,0.874644,0.194089,1431754
1972-08-23,0.874644,0.884527,0.862290,0.869703,0.192992,1654358
1972-08-24,0.869703,0.872173,0.849937,0.864761,0.191896,2155219
1972-08-25,0.864761,0.869703,0.849937,0.854878,0.189702,2823034
1972-08-28,0.854878,0.862290,0.847466,0.852407,0.189154,1436813
1972-08-29,0.852407,0.862290,0.847466,0.857349,0.190960,2140042
1972-08-30,0.857349,0.857349,0.847466,0.852407,0.189859,2231107
1972-08-31,0.852407,0.854878,0.840054,0.844995,0.188208,2190634
1972-09-01,0.844995,0.847466,0.835112,0.847466,0.188758,4877069
1972-09-05,0.847466,0.849937,0.842525,0.849937,0.189309,991603
1972-09-06,0.847466,0.847466,0.822759,0.827700,0.184356,1917437
1972-09-07,0.827700,0.830171,0.800522,0.802993,0.178853,3075994
1972-09-08,0.802993,0.822759,0.802993,0.815346,0.181604,1780838
1972-09-11,0.815346,0.817817,0.805463,0.810405,0.180503,1391280
1972-09-12,0.810405,0.817817,0.798051,0.798051,0.177752,1492464
1972-09-13,0.798051,0.810405,0.793110,0.807934,0.179953,4275024
1972-09-14,0.807934,0.817817,0.795580,0.800522,0.178302,2069213
1972-09-15,0.802993,0.815346,0.802993,0.812876,0.181054,1158557
1972-09-18,0.812876,0.825229,0.805463,0.815346,0.181604,728525
1972-09-19,0.815346,0.832642,0.810405,0.825229,0.183805,849946
1972-09-20,0.825229,0.835112,0.815346,0.822759,0.183255,1158557
1972-09-21,0.822759,0.832642,0.820288,0.825229,0.183805,1340688
1972-09-22,0.825229,0.830171,0.815346,0.817817,0.182155,1290096
1972-09-25,0.817817,0.817817,0.800522,0.810405,0.180503,6799565
1972-09-26,0.810405,0.825229,0.805463,0.825229,0.183805,2018621
1972-09-27,0.830171,0.844995,0.830171,0.844995,0.188208,2038858
1972-09-28,0.844995,0.849937,0.832642,0.849937,0.189309,5752310
1972-09-29,0.849937,0.849937,0.840054,0.847466,0.188758,2276640
1972-10-02,0.842525,0.842525,0.835112,0.835112,0.186007,2590310
1972-10-03,0.832642,0.832642,0.817817,0.817817,0.182155,784176
1972-10-04,0.817817,0.832642,0.812876,0.817817,0.182155,1922496
1972-10-05,0.805463,0.805463,0.783227,0.788168,0.175551,8261674
1972-10-06,0.788168,0.805463,0.785697,0.802993,0.178853,2403120
1972-10-09,0.802993,0.805463,0.798051,0.798051,0.177752,986544
1972-10-10,0.798051,0.815346,0.795580,0.805463,0.179403,1411517
1972-10-11,0.805463,0.812876,0.793110,0.802993,0.178853,2048976
1972-10-12,0.802993,0.802993,0.790639,0.795580,0.177202,3232829
1972-10-13,0.795580,0.795580,0.783227,0.785697,0.175000,3020342
1972-10-16,0.785697,0.793110,0.778285,0.780756,0.173900,1826371
1972-10-17,0.780756,0.788168,0.780756,0.788168,0.175551,2838211
1972-10-18,0.788168,0.800522,0.770873,0.778285,0.173349,4077715
1972-10-19,0.778285,0.785697,0.773344,0.785697,0.175000,1588589
1972-10-20,0.785697,0.807934,0.778285,0.805463,0.179403,1239504
1972-10-23,0.810405,0.825229,0.810405,0.822759,0.183255,1269859
1972-10-24,0.822759,0.827700,0.817817,0.825229,0.183805,3526262
1972-10-25,0.820288,0.820288,0.805463,0.812876,0.181054,1153498
1972-10-26,0.812876,0.822759,0.805463,0.810405,0.180503,1436813
1972-10-27,0.810405,0.815346,0.800522,0.812876,0.181054,1325510
1972-10-30,0.812876,0.812876,0.800522,0.800522,0.178302,880301
1972-10-31,0.805463,0.817817,0.805463,0.810405,0.180503,3602150
1972-11-01,0.810405,0.825229,0.807934,0.820288,0.182705,3187296
1972-11-02,0.820288,0.849937,0.820288,0.849937,0.189309,3900643
1972-11-03,0.849937,0.889469,0.847466,0.889469,0.198114,2590310
1972-11-06,0.889469,0.889469,0.869703,0.872173,0.194261,2696554
1972-11-08,0.872173,0.882056,0.867232,0.874644,0.194812,3531322
1972-11-09,0.874644,0.879586,0.862290,0.872173,0.194261,895478
1972-11-10,0.872173,0.872173,0.842525,0.849937,0.189309,5236272
1972-11-13,0.849937,0.864761,0.844995,0.852407,0.189859,890419
1972-11-14,0.852407,0.862290,0.837583,0.849937,0.189309,1360925
1972-11-15,0.849937,0.854878,0.849937,0.849937,0.189309,5119910
1972-11-16,0.849937,0.852407,0.842525,0.849937,0.189309,3010224
1972-11-17,0.849937,0.859820,0.847466,0.849937,0.189309,4927661
